n,m,s,r,w,z,u_S,pred_u_S,u_Finv,pred_u_Finv,measured,C1,delta,count_status,roundtrip
4,1,3,4,8,1,36,36,31,31,67,67,0,MATCH,PASS
4,1,3,4,8,2,36,36,35,37,71,73,-2,UNDER,PASS
4,1,3,4,8,3,36,36,43,43,79,79,0,MATCH,PASS
4,1,3,5,8,1,48,48,36,36,84,84,0,MATCH,PASS
4,1,3,5,8,2,48,48,43,43,91,91,0,MATCH,PASS
4,1,3,5,8,3,48,48,50,50,98,98,0,MATCH,PASS
4,1,3,6,8,1,60,60,41,41,101,101,0,MATCH,PASS
4,1,3,6,8,2,60,60,49,49,109,109,0,MATCH,PASS
4,1,3,6,8,3,60,60,57,57,117,117,0,MATCH,PASS
4,1,3,7,8,1,72,72,46,46,118,118,0,MATCH,PASS
4,1,3,7,8,2,72,72,54,55,126,127,-1,UNDER,PASS
4,1,3,7,8,3,72,72,64,64,136,136,0,MATCH,PASS
4,1,3,8,8,1,84,84,51,51,135,135,0,MATCH,PASS
4,1,3,8,8,2,84,84,61,61,145,145,0,MATCH,PASS
4,1,3,8,8,3,84,84,71,71,155,155,0,MATCH,PASS
4,1,3,9,8,1,96,96,56,56,152,152,0,MATCH,PASS
4,1,3,9,8,2,96,96,67,67,163,163,0,MATCH,PASS
4,1,3,9,8,3,96,96,78,78,174,174,0,MATCH,PASS
4,1,3,10,16,1,108,108,61,61,169,169,0,MATCH,PASS
4,1,3,10,16,2,108,108,73,73,181,181,0,MATCH,PASS
4,1,3,10,16,3,108,108,85,85,193,193,0,MATCH,PASS
4,1,3,11,16,1,120,120,66,66,186,186,0,MATCH,PASS
4,1,3,11,16,2,120,120,79,79,199,199,0,MATCH,PASS
4,1,3,11,16,3,120,120,92,92,212,212,0,MATCH,PASS
4,1,3,12,16,1,132,132,71,71,203,203,0,MATCH,PASS
4,1,3,12,16,2,132,132,85,85,217,217,0,MATCH,PASS
4,1,3,12,16,3,132,132,99,99,231,231,0,MATCH,PASS
4,1,3,13,16,1,144,144,76,76,220,220,0,MATCH,PASS
4,1,3,13,16,2,144,144,91,91,235,235,0,MATCH,PASS
4,1,3,13,16,3,144,144,106,106,250,250,0,MATCH,PASS
4,1,3,14,16,1,156,156,81,81,237,237,0,MATCH,PASS
4,1,3,14,16,2,156,156,97,97,253,253,0,MATCH,PASS
4,1,3,14,16,3,156,156,113,113,269,269,0,MATCH,PASS
4,1,3,15,16,1,168,168,86,86,254,254,0,MATCH,PASS
4,1,3,15,16,2,168,168,103,103,271,271,0,MATCH,PASS
4,1,3,15,16,3,168,168,120,120,288,288,0,MATCH,PASS
4,1,3,16,16,1,180,180,91,91,271,271,0,MATCH,PASS
4,1,3,16,16,2,180,180,109,109,289,289,0,MATCH,PASS
4,1,3,16,16,3,180,180,127,127,307,307,0,MATCH,PASS
4,1,3,17,16,1,192,192,96,96,288,288,0,MATCH,PASS
4,1,3,17,16,2,192,192,115,115,307,307,0,MATCH,PASS
4,1,3,17,16,3,192,192,134,134,326,326,0,MATCH,PASS
4,1,3,18,16,1,204,204,101,101,305,305,0,MATCH,PASS
4,1,3,18,16,2,204,204,121,121,325,325,0,MATCH,PASS
4,1,3,18,16,3,204,204,141,141,345,345,0,MATCH,PASS
4,1,3,19,16,1,216,216,106,106,322,322,0,MATCH,PASS
4,1,3,19,16,2,216,216,127,127,343,343,0,MATCH,PASS
4,1,3,19,16,3,216,216,148,148,364,364,0,MATCH,PASS
4,1,3,20,16,1,228,228,111,111,339,339,0,MATCH,PASS
4,1,3,20,16,2,228,228,133,133,361,361,0,MATCH,PASS
4,1,3,20,16,3,228,228,155,155,383,383,0,MATCH,PASS
4,1,3,21,16,1,240,240,116,116,356,356,0,MATCH,PASS
4,1,3,21,16,2,240,240,139,139,379,379,0,MATCH,PASS
4,1,3,21,16,3,240,240,162,162,402,402,0,MATCH,PASS
4,1,3,22,16,1,252,252,121,121,373,373,0,MATCH,PASS
4,1,3,22,16,2,252,252,145,145,397,397,0,MATCH,PASS
4,1,3,22,16,3,252,252,169,169,421,421,0,MATCH,PASS
4,1,3,23,16,1,264,264,126,126,390,390,0,MATCH,PASS
4,1,3,23,16,2,264,264,151,151,415,415,0,MATCH,PASS
4,1,3,23,16,3,264,264,176,176,440,440,0,MATCH,PASS
4,1,3,24,16,1,276,276,131,131,407,407,0,MATCH,PASS
4,1,3,24,16,2,276,276,157,157,433,433,0,MATCH,PASS
4,1,3,24,16,3,276,276,183,183,459,459,0,MATCH,PASS
4,2,1,4,8,1,21,21,39,39,60,60,0,MATCH,PASS
4,2,1,5,8,1,27,27,49,49,76,76,0,MATCH,PASS
4,2,1,6,8,1,33,33,59,59,92,92,0,MATCH,PASS
4,2,1,7,8,1,39,39,69,69,108,108,0,MATCH,PASS
4,2,1,8,8,1,45,45,79,79,124,124,0,MATCH,PASS
4,2,1,9,8,1,51,51,89,89,140,140,0,MATCH,PASS
4,2,1,10,8,1,57,57,99,99,156,156,0,MATCH,PASS
4,2,1,11,8,1,63,63,109,109,172,172,0,MATCH,PASS
4,2,1,12,8,1,69,69,119,119,188,188,0,MATCH,PASS
4,2,1,13,8,1,75,75,129,129,204,204,0,MATCH,PASS
4,2,1,14,8,1,81,81,139,139,220,220,0,MATCH,PASS
4,2,1,15,8,1,87,87,149,149,236,236,0,MATCH,PASS
4,2,1,16,8,1,93,93,159,159,252,252,0,MATCH,PASS
4,2,1,17,8,1,99,99,169,169,268,268,0,MATCH,PASS
4,2,1,18,8,1,105,105,179,179,284,284,0,MATCH,PASS
4,2,1,19,8,1,111,111,189,189,300,300,0,MATCH,PASS
4,2,1,20,8,1,117,117,199,199,316,316,0,MATCH,PASS
4,2,1,21,8,1,123,123,209,209,332,332,0,MATCH,PASS
4,2,1,22,8,1,129,129,219,219,348,348,0,MATCH,PASS
4,2,1,23,8,1,135,135,229,229,364,364,0,MATCH,PASS
4,2,1,24,8,1,141,141,239,239,380,380,0,MATCH,PASS
4,2,2,4,8,1,24,24,52,52,76,76,0,MATCH,PASS
4,2,2,4,8,2,24,24,68,68,92,92,0,MATCH,PASS
4,2,2,5,8,1,32,32,63,64,95,96,-1,UNDER,PASS
4,2,2,5,8,2,32,32,78,84,110,116,-6,UNDER,PASS
4,2,2,6,8,1,40,40,76,76,116,116,0,MATCH,PASS
4,2,2,6,8,2,40,40,100,100,140,140,0,MATCH,PASS
4,2,2,7,8,1,48,48,88,88,136,136,0,MATCH,PASS
4,2,2,7,8,2,48,48,116,116,164,164,0,MATCH,PASS
4,2,2,8,8,1,56,56,100,100,156,156,0,MATCH,PASS
4,2,2,8,8,2,56,56,132,132,188,188,0,MATCH,PASS
4,2,2,9,8,1,64,64,111,112,175,176,-1,UNDER,PASS
4,2,2,9,8,2,64,64,148,148,212,212,0,MATCH,PASS
4,2,2,10,8,1,72,72,123,124,195,196,-1,UNDER,PASS
4,2,2,10,8,2,72,72,164,164,236,236,0,MATCH,PASS
4,2,2,11,8,1,80,80,136,136,216,216,0,MATCH,PASS
4,2,2,11,8,2,80,80,180,180,260,260,0,MATCH,PASS
4,2,2,12,8,1,88,88,148,148,236,236,0,MATCH,PASS
4,2,2,12,8,2,88,88,196,196,284,284,0,MATCH,PASS
4,2,2,13,8,1,96,96,160,160,256,256,0,MATCH,PASS
4,2,2,13,8,2,96,96,212,212,308,308,0,MATCH,PASS
4,2,2,14,8,1,104,104,172,172,276,276,0,MATCH,PASS
4,2,2,14,8,2,104,104,228,228,332,332,0,MATCH,PASS
4,2,2,15,8,1,112,112,184,184,296,296,0,MATCH,PASS
4,2,2,15,8,2,112,112,244,244,356,356,0,MATCH,PASS
4,2,2,16,8,1,120,120,194,196,314,316,-2,UNDER,PASS
4,2,2,16,8,2,120,120,258,260,378,380,-2,UNDER,PASS
4,2,2,17,8,1,128,128,208,208,336,336,0,MATCH,PASS
4,2,2,17,8,2,128,128,276,276,404,404,0,MATCH,PASS
4,2,2,18,8,1,136,136,219,220,355,356,-1,UNDER,PASS
4,2,2,18,8,2,136,136,292,292,428,428,0,MATCH,PASS
4,2,2,19,8,1,144,144,232,232,376,376,0,MATCH,PASS
4,2,2,19,8,2,144,144,308,308,452,452,0,MATCH,PASS
4,2,2,20,8,1,152,152,244,244,396,396,0,MATCH,PASS
4,2,2,20,8,2,152,152,324,324,476,476,0,MATCH,PASS
4,2,2,21,8,1,160,160,256,256,416,416,0,MATCH,PASS
4,2,2,21,8,2,160,160,340,340,500,500,0,MATCH,PASS
4,2,2,22,8,1,168,168,266,268,434,436,-2,UNDER,PASS
4,2,2,22,8,2,168,168,356,356,524,524,0,MATCH,PASS
4,2,2,23,8,1,176,176,280,280,456,456,0,MATCH,PASS
4,2,2,23,8,2,176,176,372,372,548,548,0,MATCH,PASS
4,2,2,24,8,1,184,184,292,292,476,476,0,MATCH,PASS
4,2,2,24,8,2,184,184,388,388,572,572,0,MATCH,PASS
4,2,3,4,8,1,,,,,,92,,INFEASIBLE,SKIP
4,2,3,4,8,2,25,25,85,85,110,110,0,MATCH,PASS
4,2,3,4,8,3,25,25,103,103,128,128,0,MATCH,PASS
4,2,3,5,8,1,,,,,,116,,INFEASIBLE,SKIP
4,2,3,5,8,2,35,35,103,103,138,138,0,MATCH,PASS
4,2,3,5,8,3,35,35,125,125,160,160,0,MATCH,PASS
4,2,3,6,8,1,,,,,,140,,INFEASIBLE,SKIP
4,2,3,6,8,2,45,45,121,121,166,166,0,MATCH,PASS
4,2,3,6,8,3,45,45,147,147,192,192,0,MATCH,PASS
4,2,3,7,8,1,,,,,,164,,INFEASIBLE,SKIP
4,2,3,7,8,2,55,55,139,139,194,194,0,MATCH,PASS
4,2,3,7,8,3,55,55,169,169,224,224,0,MATCH,PASS
4,2,3,8,8,1,,,,,,188,,INFEASIBLE,SKIP
4,2,3,8,8,2,65,65,157,157,222,222,0,MATCH,PASS
4,2,3,8,8,3,65,65,191,191,256,256,0,MATCH,PASS
4,2,3,9,8,1,,,,,,212,,INFEASIBLE,SKIP
4,2,3,9,8,2,75,75,175,175,250,250,0,MATCH,PASS
4,2,3,9,8,3,75,75,212,213,287,288,-1,UNDER,PASS
4,2,3,10,8,1,,,,,,236,,INFEASIBLE,SKIP
4,2,3,10,8,2,85,85,193,193,278,278,0,MATCH,PASS
4,2,3,10,8,3,85,85,235,235,320,320,0,MATCH,PASS
4,2,3,11,8,1,,,,,,260,,INFEASIBLE,SKIP
4,2,3,11,8,2,95,95,209,211,304,306,-2,UNDER,PASS
4,2,3,11,8,3,95,95,257,257,352,352,0,MATCH,PASS
4,2,3,12,8,1,,,,,,284,,INFEASIBLE,SKIP
4,2,3,12,8,2,105,105,228,229,333,334,-1,UNDER,PASS
4,2,3,12,8,3,105,105,278,279,383,384,-1,UNDER,PASS
4,2,3,13,16,1,,,,,,308,,INFEASIBLE,SKIP
4,2,3,13,16,2,115,115,247,247,362,362,0,MATCH,PASS
4,2,3,13,16,3,115,115,301,301,416,416,0,MATCH,PASS
4,2,3,14,16,1,,,,,,332,,INFEASIBLE,SKIP
4,2,3,14,16,2,125,125,265,265,390,390,0,MATCH,PASS
4,2,3,14,16,3,125,125,323,323,448,448,0,MATCH,PASS
4,2,3,15,16,1,,,,,,356,,INFEASIBLE,SKIP
4,2,3,15,16,2,135,135,283,283,418,418,0,MATCH,PASS
4,2,3,15,16,3,135,135,345,345,480,480,0,MATCH,PASS
4,2,3,16,16,1,,,,,,380,,INFEASIBLE,SKIP
4,2,3,16,16,2,145,145,301,301,446,446,0,MATCH,PASS
4,2,3,16,16,3,145,145,367,367,512,512,0,MATCH,PASS
4,2,3,17,16,1,,,,,,404,,INFEASIBLE,SKIP
4,2,3,17,16,2,155,155,319,319,474,474,0,MATCH,PASS
4,2,3,17,16,3,155,155,389,389,544,544,0,MATCH,PASS
4,2,3,18,16,1,,,,,,428,,INFEASIBLE,SKIP
4,2,3,18,16,2,165,165,337,337,502,502,0,MATCH,PASS
4,2,3,18,16,3,165,165,411,411,576,576,0,MATCH,PASS
4,2,3,19,16,1,,,,,,452,,INFEASIBLE,SKIP
4,2,3,19,16,2,175,175,355,355,530,530,0,MATCH,PASS
4,2,3,19,16,3,175,175,433,433,608,608,0,MATCH,PASS
4,2,3,20,16,1,,,,,,476,,INFEASIBLE,SKIP
4,2,3,20,16,2,185,185,373,373,558,558,0,MATCH,PASS
4,2,3,20,16,3,185,185,455,455,640,640,0,MATCH,PASS
4,2,3,21,16,1,,,,,,500,,INFEASIBLE,SKIP
4,2,3,21,16,2,195,195,391,391,586,586,0,MATCH,PASS
4,2,3,21,16,3,195,195,477,477,672,672,0,MATCH,PASS
4,2,3,22,16,1,,,,,,524,,INFEASIBLE,SKIP
4,2,3,22,16,2,205,205,409,409,614,614,0,MATCH,PASS
4,2,3,22,16,3,205,205,499,499,704,704,0,MATCH,PASS
4,2,3,23,16,1,,,,,,548,,INFEASIBLE,SKIP
4,2,3,23,16,2,215,215,427,427,642,642,0,MATCH,PASS
4,2,3,23,16,3,215,215,521,521,736,736,0,MATCH,PASS
4,2,3,24,16,1,,,,,,572,,INFEASIBLE,SKIP
4,2,3,24,16,2,225,225,445,445,670,670,0,MATCH,PASS
4,2,3,24,16,3,225,225,543,543,768,768,0,MATCH,PASS
4,3,1,4,8,1,12,12,79,79,91,91,0,MATCH,PASS
4,3,1,5,8,1,16,16,100,100,116,116,0,MATCH,PASS
4,3,1,6,8,1,20,20,121,121,141,141,0,MATCH,PASS
4,3,1,7,8,1,24,24,142,142,166,166,0,MATCH,PASS
4,3,1,8,8,1,28,28,163,163,191,191,0,MATCH,PASS
4,3,1,9,8,1,32,32,184,184,216,216,0,MATCH,PASS
4,3,1,10,8,1,36,36,205,205,241,241,0,MATCH,PASS
4,3,1,11,8,1,40,40,226,226,266,266,0,MATCH,PASS
4,3,1,12,8,1,44,44,247,247,291,291,0,MATCH,PASS
4,3,1,13,8,1,48,48,268,268,316,316,0,MATCH,PASS
4,3,1,14,8,1,52,52,289,289,341,341,0,MATCH,PASS
4,3,1,15,8,1,56,56,310,310,366,366,0,MATCH,PASS
4,3,1,16,8,1,60,60,331,331,391,391,0,MATCH,PASS
4,3,1,17,8,1,64,64,352,352,416,416,0,MATCH,PASS
4,3,1,18,8,1,68,68,373,373,441,441,0,MATCH,PASS
4,3,1,19,8,1,72,72,394,394,466,466,0,MATCH,PASS
4,3,1,20,8,1,76,76,415,415,491,491,0,MATCH,PASS
4,3,1,21,8,1,80,80,436,436,516,516,0,MATCH,PASS
4,3,1,22,8,1,84,84,457,457,541,541,0,MATCH,PASS
4,3,1,23,8,1,88,88,478,478,566,566,0,MATCH,PASS
4,3,1,24,8,1,92,92,499,499,591,591,0,MATCH,PASS
4,3,2,4,8,1,,,,,,107,,INFEASIBLE,SKIP
4,3,2,4,8,2,10,10,129,130,139,140,-1,UNDER,PASS
4,3,2,5,8,1,,,,,,136,,INFEASIBLE,SKIP
4,3,2,5,8,2,15,15,163,163,178,178,0,MATCH,PASS
4,3,2,6,8,1,,,,,,165,,INFEASIBLE,SKIP
4,3,2,6,8,2,20,20,196,196,216,216,0,MATCH,PASS
4,3,2,7,8,1,,,,,,194,,INFEASIBLE,SKIP
4,3,2,7,8,2,25,25,229,229,254,254,0,MATCH,PASS
4,3,2,8,8,1,,,,,,223,,INFEASIBLE,SKIP
4,3,2,8,8,2,30,30,260,262,290,292,-2,UNDER,PASS
4,3,2,9,8,1,,,,,,252,,INFEASIBLE,SKIP
4,3,2,9,8,2,35,35,287,295,322,330,-8,UNDER,PASS
4,3,2,10,8,1,,,,,,281,,INFEASIBLE,SKIP
4,3,2,10,8,2,40,40,328,328,368,368,0,MATCH,PASS
4,3,2,11,8,1,,,,,,310,,INFEASIBLE,SKIP
4,3,2,11,8,2,45,45,361,361,406,406,0,MATCH,PASS
4,3,2,12,8,1,,,,,,339,,INFEASIBLE,SKIP
4,3,2,12,8,2,50,50,394,394,444,444,0,MATCH,PASS
4,3,2,13,8,1,,,,,,368,,INFEASIBLE,SKIP
4,3,2,13,8,2,55,55,427,427,482,482,0,MATCH,PASS
4,3,2,14,8,1,,,,,,397,,INFEASIBLE,SKIP
4,3,2,14,8,2,60,60,460,460,520,520,0,MATCH,PASS
4,3,2,15,8,1,,,,,,426,,INFEASIBLE,SKIP
4,3,2,15,8,2,65,65,493,493,558,558,0,MATCH,PASS
4,3,2,16,8,1,,,,,,455,,INFEASIBLE,SKIP
4,3,2,16,8,2,70,70,525,526,595,596,-1,UNDER,PASS
4,3,2,17,8,1,,,,,,484,,INFEASIBLE,SKIP
4,3,2,17,8,2,75,75,559,559,634,634,0,MATCH,PASS
4,3,2,18,8,1,,,,,,513,,INFEASIBLE,SKIP
4,3,2,18,8,2,80,80,592,592,672,672,0,MATCH,PASS
4,3,2,19,8,1,,,,,,542,,INFEASIBLE,SKIP
4,3,2,19,8,2,85,85,625,625,710,710,0,MATCH,PASS
4,3,2,20,8,1,,,,,,571,,INFEASIBLE,SKIP
4,3,2,20,8,2,90,90,658,658,748,748,0,MATCH,PASS
4,3,2,21,8,1,,,,,,600,,INFEASIBLE,SKIP
4,3,2,21,8,2,95,95,691,691,786,786,0,MATCH,PASS
4,3,2,22,8,1,,,,,,629,,INFEASIBLE,SKIP
4,3,2,22,8,2,100,100,724,724,824,824,0,MATCH,PASS
4,3,2,23,8,1,,,,,,658,,INFEASIBLE,SKIP
4,3,2,23,8,2,105,105,757,757,862,862,0,MATCH,PASS
4,3,2,24,8,1,,,,,,687,,INFEASIBLE,SKIP
4,3,2,24,8,2,110,110,790,790,900,900,0,MATCH,PASS
4,3,3,4,8,1,,,,,,123,,INFEASIBLE,SKIP
4,3,3,4,8,2,,,,,,159,,INFEASIBLE,SKIP
4,3,3,4,8,3,6,6,189,189,195,195,0,MATCH,PASS
4,3,3,5,8,1,,,,,,156,,INFEASIBLE,SKIP
4,3,3,5,8,2,,,,,,201,,INFEASIBLE,SKIP
4,3,3,5,8,3,12,12,234,234,246,246,0,MATCH,PASS
4,3,3,6,8,1,,,,,,189,,INFEASIBLE,SKIP
4,3,3,6,8,2,,,,,,243,,INFEASIBLE,SKIP
4,3,3,6,8,3,18,18,279,279,297,297,0,MATCH,PASS
4,3,3,7,8,1,,,,,,222,,INFEASIBLE,SKIP
4,3,3,7,8,2,,,,,,285,,INFEASIBLE,SKIP
4,3,3,7,8,3,24,24,324,324,348,348,0,MATCH,PASS
4,3,3,8,8,1,,,,,,255,,INFEASIBLE,SKIP
4,3,3,8,8,2,,,,,,327,,INFEASIBLE,SKIP
4,3,3,8,8,3,30,30,369,369,399,399,0,MATCH,PASS
4,3,3,9,8,1,,,,,,288,,INFEASIBLE,SKIP
4,3,3,9,8,2,,,,,,369,,INFEASIBLE,SKIP
4,3,3,9,8,3,36,36,410,414,446,450,-4,UNDER,PASS
4,3,3,10,8,1,,,,,,321,,INFEASIBLE,SKIP
4,3,3,10,8,2,,,,,,411,,INFEASIBLE,SKIP
4,3,3,10,8,3,42,42,459,459,501,501,0,MATCH,PASS
4,3,3,11,8,1,,,,,,354,,INFEASIBLE,SKIP
4,3,3,11,8,2,,,,,,453,,INFEASIBLE,SKIP
4,3,3,11,8,3,48,48,504,504,552,552,0,MATCH,PASS
4,3,3,12,8,1,,,,,,387,,INFEASIBLE,SKIP
4,3,3,12,8,2,,,,,,495,,INFEASIBLE,SKIP
4,3,3,12,8,3,54,54,549,549,603,603,0,MATCH,PASS
4,3,3,13,8,1,,,,,,420,,INFEASIBLE,SKIP
4,3,3,13,8,2,,,,,,537,,INFEASIBLE,SKIP
4,3,3,13,8,3,60,60,594,594,654,654,0,MATCH,PASS
4,3,3,14,8,1,,,,,,453,,INFEASIBLE,SKIP
4,3,3,14,8,2,,,,,,579,,INFEASIBLE,SKIP
4,3,3,14,8,3,66,66,627,639,693,705,-12,UNDER,PASS
4,3,3,15,8,1,,,,,,486,,INFEASIBLE,SKIP
4,3,3,15,8,2,,,,,,621,,INFEASIBLE,SKIP
4,3,3,15,8,3,72,72,684,684,756,756,0,MATCH,PASS
4,3,3,16,8,1,,,,,,519,,INFEASIBLE,SKIP
4,3,3,16,8,2,,,,,,663,,INFEASIBLE,SKIP
4,3,3,16,8,3,78,78,729,729,807,807,0,MATCH,PASS
4,3,3,17,8,1,,,,,,552,,INFEASIBLE,SKIP
4,3,3,17,8,2,,,,,,705,,INFEASIBLE,SKIP
4,3,3,17,8,3,84,84,773,774,857,858,-1,UNDER,PASS
4,3,3,18,8,1,,,,,,585,,INFEASIBLE,SKIP
4,3,3,18,8,2,,,,,,747,,INFEASIBLE,SKIP
4,3,3,18,8,3,90,90,819,819,909,909,0,MATCH,PASS
4,3,3,19,8,1,,,,,,618,,INFEASIBLE,SKIP
4,3,3,19,8,2,,,,,,789,,INFEASIBLE,SKIP
4,3,3,19,8,3,96,96,855,864,951,960,-9,UNDER,PASS
4,3,3,20,8,1,,,,,,651,,INFEASIBLE,SKIP
4,3,3,20,8,2,,,,,,831,,INFEASIBLE,SKIP
4,3,3,20,8,3,102,102,905,909,1007,1011,-4,UNDER,PASS
4,3,3,21,8,1,,,,,,684,,INFEASIBLE,SKIP
4,3,3,21,8,2,,,,,,873,,INFEASIBLE,SKIP
4,3,3,21,8,3,108,108,953,954,1061,1062,-1,UNDER,PASS
4,3,3,22,8,1,,,,,,717,,INFEASIBLE,SKIP
4,3,3,22,8,2,,,,,,915,,INFEASIBLE,SKIP
4,3,3,22,8,3,114,114,999,999,1113,1113,0,MATCH,PASS
4,3,3,23,8,1,,,,,,750,,INFEASIBLE,SKIP
4,3,3,23,8,2,,,,,,957,,INFEASIBLE,SKIP
4,3,3,23,8,3,120,120,1044,1044,1164,1164,0,MATCH,PASS
4,3,3,24,8,1,,,,,,783,,INFEASIBLE,SKIP
4,3,3,24,8,2,,,,,,999,,INFEASIBLE,SKIP
4,3,3,24,8,3,126,126,1089,1089,1215,1215,0,MATCH,PASS
5,1,1,4,8,1,30,30,13,13,43,43,0,MATCH,PASS
5,1,1,5,8,1,38,38,16,16,54,54,0,MATCH,PASS
5,1,1,6,8,1,46,46,19,19,65,65,0,MATCH,PASS
5,1,1,7,8,1,54,54,22,22,76,76,0,MATCH,PASS
5,1,1,8,8,1,62,62,25,25,87,87,0,MATCH,PASS
5,1,1,9,8,1,70,70,28,28,98,98,0,MATCH,PASS
5,1,1,10,8,1,78,78,31,31,109,109,0,MATCH,PASS
5,1,1,11,8,1,86,86,34,34,120,120,0,MATCH,PASS
5,1,1,12,8,1,94,94,37,37,131,131,0,MATCH,PASS
5,1,1,13,8,1,102,102,40,40,142,142,0,MATCH,PASS
5,1,1,14,8,1,110,110,43,43,153,153,0,MATCH,PASS
5,1,1,15,8,1,118,118,46,46,164,164,0,MATCH,PASS
5,1,1,16,8,1,126,126,49,49,175,175,0,MATCH,PASS
5,1,1,17,8,1,134,134,52,52,186,186,0,MATCH,PASS
5,1,1,18,8,1,142,142,55,55,197,197,0,MATCH,PASS
5,1,1,19,8,1,150,150,58,58,208,208,0,MATCH,PASS
5,1,1,20,8,1,158,158,61,61,219,219,0,MATCH,PASS
5,1,1,21,8,1,166,166,64,64,230,230,0,MATCH,PASS
5,1,1,22,8,1,174,174,67,67,241,241,0,MATCH,PASS
5,1,1,23,8,1,182,182,70,70,252,252,0,MATCH,PASS
